PARAMETERS: 
 
labelset: llm 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/llm_cls_5.json 
 
F1: 0.5274837828610447 
 
              precision    recall  f1-score   support

         LOC       0.55      0.68      0.60      2239
president            O                    O                    O                    O                    
Mohamed              B-PER                B-PER                B-PER                B-PER                
Moada                I-PER                I-PER                I-PER                I-PER                
was                  O                    O                    O                    O                    
sentenced            O                    O                    O                    O                    
last                 O                    O                    O                    O                    
February             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
11                   O                    O                    O                    O                    
years                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
jail                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
charges              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
having               O                    O                    O                    O                    
secret               O                    O                    O                    O                    
contacts             O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Libyan               B-MISC               B-ORG                B-ORG                B-LOC                
agents               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
receiving            O                    O                    O                    O                    
money                O                    O                    O                    O                    
from                 O                    O                    O                    O                    
Tripoli              B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
To                   O                    O                    O                    O                    
replace              O                    O                    O                    O                    
Moada                B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
MDS                  B-ORG                B-ORG                B-ORG                B-ORG                
after                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
trial                O                    O                    O                    O                    
named                O                    O                    O                    O                    
Khalfallah           B-PER                B-PER                B-PER                B-PER                
as                   O                    O                    O                    O                    
"                    O                    O                    O                    O                    
coordinator          O                    O                    O                    O                    
"                    O                    O                    O                    O                    
but                  O                    O                    O                    O                    
Ismail               B-PER                B-PER                B-PER                B-PER                
Boulahya             I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
last                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
MDS                  B-ORG                B-ORG                B-ORG                B-ORG                
founding             O                    O                    O                    O                    
members              O                    O                    O                    O                    
still                O                    O                    O                    O                    
politically          O                    O                    O                    O                    
active               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
claimed              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
title                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
president            O                    B-MISC               B-LOC                B-MISC               
,                    O                    O                    O                    O                    
causing              O                    O                    O                    O                    
a                    O                    O                    O                    O                    
new                  O                    O                    O                    O                    
split                O                    O                    O                    O                    
within               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
movement             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Succeeding           O                    O                    O                    O                    
him                  O                    O                    O                    O                    
as                   O                    O                    O                    O                    
head                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
movement             O                    B-ORG                B-LOC                B-ORG                
,                    O                    O                    O                    O                    
Moada                B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
an                   O                    O                    O                    O                    
Arab                 B-MISC               B-LOC                B-LOC                B-LOC                
nationalist          O                    O                    O                    O                    
,                    O                    O                    O                    O                    
ousted               O                    O                    O                    O                    
liberals             O                    O                    O                    O                    
led                  O                    O                    O                    O                    
by                   O                    O                    O                    O                    
MDS                  B-ORG                B-ORG                B-ORG                B-ORG                
secretary-general    O                    O                    O                    O                    
Mustapha             B-PER                B-PER                B-PER                B-PER                
Ben                  I-PER                I-PER                I-PER                I-PER                
Jaafar               I-PER                I-PER                I-PER                I-PER                
in                   O                    O                    O                    O                    
1993                 O                    B-MISC               B-MISC               B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Key                  O                    B-ORG                B-MISC               B-ORG                
stock                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
currency             O                    O                    O                    O                    
market               O                    O                    O                    O                    
movements            O                    O                    O                    O                    
at                   O                    O                    O                    O                    
1600                 O                    B-MISC               B-MISC               B-MISC               
GMT                  B-MISC               I-MISC               I-MISC               I-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
(                    O                    O                    O                    O                    
midday               O                    B-LOC                B-MISC               B-MISC               
)                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
May                  O                    O                    O                    O                    
22                   O                    O                    O                    O                    
)                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Jan                  O                    O                    O                    O                    
10                   O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
(                    O                    O                    O                    O                    
Jun                  O                    B-LOC                B-MISC               B-MISC               
26                   O                    I-LOC                I-MISC               I-MISC               
)                    O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Mar                  O                    B-LOC                B-MISC               B-MISC               
13                   O                    I-LOC                I-MISC               I-MISC               
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
New                  B-LOC                B-LOC                B-LOC                B-LOC                
York                 I-LOC                I-LOC                I-LOC                I-LOC                
Dow                  B-MISC               B-ORG                B-MISC               B-ORG                
Jones                I-MISC               I-ORG                I-MISC               I-ORG                
industrial           O                    O                    O                    O                    
average              O                    O                    O                    O                    
--                   O                    O                    O                    O                    
5,778.00             O                    O                    O                    O                    
(                    O                    O                    O                    O                    
May                  O                    O                    O                    O                    
22/96                O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Tokyo                B-LOC                B-LOC                B-LOC                B-LOC                
Nikkei               B-MISC               B-ORG                B-LOC                B-ORG                
average              O                    O                    O                    O                    
--                   O                    O                    O                    O                    
38,915.87            O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Dec                  O                    O                    O                    O                    
29/89                O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Sydney               B-LOC                B-LOC                B-LOC                B-LOC                
Australian           B-MISC               B-MISC               B-ORG                B-ORG                
All-Ordinaries       B-MISC               B-ORG                B-MISC               B-ORG                
index                O                    O                    O                    O                    
--                   O                    O                    O                    O                    
2,340.6              O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Feb                  O                    O                    O                    O                    
3/94                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Five                 O                    B-MISC               B-LOC                B-MISC               
people               O                    O                    O                    O                    
died                 O                    O                    O                    O                    
later                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
hospital             O                    B-MISC               B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
AMSTERDAM            B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
They                 O                    O                    O                    O                    
've                  O                    O                    O                    O                    
got                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
very                 O                    O                    O                    O                    
sound                O                    O                    O                    O                    
domestic             O                    O                    O                    O                    
business             O                    O                    O                    O                    
which                O                    O                    O                    O                    
is                   O                    O                    O                    O                    
doing                O                    O                    O                    O                    
very                 O                    O                    O                    O                    
well                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
we                   O                    O                    O                    O                    
remain               O                    O                    O                    O                    
positive             O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
stock                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Roe                  B-PER                B-PER                B-PER                B-MISC               
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Dutch                B-MISC               B-ORG                B-ORG                B-ORG                
PTT                  B-ORG                I-ORG                I-ORG                I-ORG                
earlier              O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    B-MISC               B-MISC               B-MISC               
repeated             O                    O                    O                    O                    
a                    O                    O                    O                    O                    
forecast             O                    O                    O                    O                    
it                   O                    O                    O                    O                    
would                O                    O                    O                    O                    
improve              O                    O                    O                    O                    
on                   O                    O                    O                    O                    
1995                 O                    B-PER                B-MISC               B-PER                
's                   O                    O                    O                    O                    
2.26                 O                    O                    O                    O                    
billion              O                    O                    O                    O                    
guilder              O                    O                    O                    O                    
net                  O                    O                    O                    O                    
profit               O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
whole                O                    O                    O                    O                    
year                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
1996                 O                    B-MISC               B-MISC               B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
By                   O                    O                    O                    O                    
1403                 O                    O                    O                    O                    
GMT                  B-MISC               O                    O                    O                    
the                  O                    O                    O                    O                    
shares               O                    O                    O                    O                    
were                 O                    O                    O                    O                    
down                 O                    O                    O                    O                    
1.70                 O                    O                    O                    O                    
guilders             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
61.00                O                    O                    O                    O                    
guilders             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
falling              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
weaker               O                    O                    O                    O                    
Amsterdam            B-LOC                B-LOC                B-MISC               B-LOC                
bourse               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
FRANKFURT            B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Revenue              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
transport            O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Dm                   B-MISC               B-ORG                B-MISC               B-MISC               
million              O                    O                    O                    O                    
)                    O                    O                    O                    O                    
820                  O                    O                    O                    O                    
up                   O                    O                    O                    O                    
2                    O                    O                    O                    O                    
pct                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
scores               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
German               B-MISC               B-LOC                B-LOC                B-LOC                
Open                 I-MISC               I-LOC                I-LOC                I-LOC                
golf                 O                    O                    O                    O                    
championship         O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
(                    O                    O                    O                    O                    
Britain              B-LOC                B-PER                B-PER                B-LOC                

 
Token                Clean                Original             CLS                  SUM                  
 
MUZAFFARABAD         B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Pakistan             B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-25           O                    B-MISC               B-LOC                B-LOC                

 
Token                Clean                Original             CLS                  SUM                  
 
KATHMANDU            B-LOC                B-LOC                B-LOC                B-MISC               
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Madhusudan           B-PER                B-PER                B-PER                B-PER                
Munakarmi            I-PER                I-PER                I-PER                I-PER                
was                  O                    O                    O                    O                    
arrested             O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    B-MISC               B-ORG                B-MISC               
after                O                    O                    O                    O                    
his                  O                    O                    O                    O                    
neighbours           O                    O                    O                    O                    
informed             O                    O                    O                    O                    
police               O                    B-ORG                B-ORG                B-ORG                
about                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
plight               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
12-year              O                    O                    O                    O                    
old                  O                    O                    O                    O                    
Dhiraj               B-PER                O                    O                    O                    
K.C.                 I-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
told                 O                    O                    O                    O                    
police               O                    B-ORG                B-ORG                B-ORG                
his                  O                    O                    O                    O                    
employer             O                    O                    O                    O                    
used                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
tie                  O                    O                    O                    O                    
him                  O                    O                    O                    O                    
up                   O                    O                    O                    O                    
with                 O                    O                    O                    O                    
iron                 O                    O                    O                    O                    
chains               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
locks                O                    O                    O                    O                    
concealed            O                    O                    O                    O                    
under                O                    O                    O                    O                    
his                  O                    O                    O                    O                    
clothes              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Analyst              O                    O                    O                    O                    
Alexander            B-PER                B-PER                B-ORG                B-ORG                
Paris                I-PER                I-PER                I-ORG                I-ORG                
said                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
expected             O                    O                    O                    O                    
consistent           O                    O                    O                    O                    
20                   O                    O                    O                    O                    
percent              O                    O                    O                    O                    
earnings             O                    O                    O                    O                    
growth               O                    O                    O                    O                    
after                O                    O                    O                    O                    
an                   O                    O                    O                    O                    
estimated            O                    O                    O                    O                    
gain                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
18                   O                    O                    O                    O                    
percent              O                    O                    O                    O                    
for                  O                    O                    O                    O                    
1996                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
ISTANBUL             B-LOC                B-LOC                B-LOC                B-ORG                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
Profit-taking        O                    B-ORG                B-MISC               B-MISC               
sales                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
afternoon            O                    B-MISC               B-MISC               B-MISC               
showed               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
latest               O                    O                    O                    O                    
gains                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
index                O                    B-MISC               B-MISC               B-MISC               
were                 O                    O                    O                    O                    
actually             O                    O                    O                    O                    
a                    O                    O                    O                    O                    
reaction             O                    O                    O                    O                    
rise                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
I                    O                    O                    O                    O                    
expect               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
market               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
go                   O                    O                    O                    O                    
as                   O                    O                    O                    O                    
far                  O                    O                    O                    O                    
down                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
63,000               O                    O                    O                    O                    
tomorrow             O                    O                    O                    O                    
if                   O                    O                    O                    O                    
sales                O                    O                    O                    O                    
continue             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Burcin               B-PER                B-PER                B-PER                B-ORG                
Mavituna             I-PER                I-PER                I-PER                I-ORG                
from                 O                    O                    O                    O                    
Interbank            B-ORG                B-ORG                B-LOC                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
They                 O                    O                    O                    O                    
said                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
index                O                    B-ORG                B-MISC               B-MISC               
could                O                    O                    O                    O                    
also                 O                    O                    O                    O                    
rise                 O                    O                    O                    O                    
towards              O                    O                    O                    O                    
65,000               O                    O                    O                    O                    
if                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
cheap                O                    B-MISC               B-MISC               B-MISC               
share                O                    B-MISC               B-ORG                B-MISC               
prices               O                    I-MISC               I-ORG                I-MISC               
attracted            O                    O                    O                    O                    
buyers               O                    B-MISC               B-MISC               B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
market               O                    B-LOC                B-LOC                B-MISC               
had                  O                    O                    O                    O                    
its                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
resistance           O                    O                    O                    O                    
at                   O                    O                    O                    O                    
