PARAMETERS: 
 
labelset: weak 
split: train 
lambda: 0.33 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/weak_cls_4.json 
 
F1: 0.5925198059325678 
 
              precision    recall  f1-score   support

         LOC       0.58      0.83      0.68      2239

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
Russian              B-MISC               B-MISC               B-MISC               B-MISC               
side                 O                    O                    O                    O                    
confirmed            O                    O                    O                    O                    
that                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
ceasefire            O                    O                    O                    O                    
is                   O                    O                    O                    O                    
in                   O                    O                    O                    O                    
place                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
they                 O                    O                    O                    O                    
will                 O                    O                    O                    O                    
keep                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
it                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
Erdmann              B-PER                B-PER                B-PER                B-PER                
told                 O                    O                    O                    O                    
Reuters              B-ORG                B-ORG                B-ORG                B-ORG                
after                O                    O                    O                    O                    
speaking             O                    O                    O                    O                    
by                   O                    O                    O                    O                    
telephone            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Ischinger            B-PER                B-LOC                B-ORG                B-LOC                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
had                  O                    O                    O                    O                    
met                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
officials            O                    O                    O                    O                    
on                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
two-day              O                    O                    O                    O                    
visit                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Moscow               B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ischinger            B-PER                B-PER                B-ORG                B-PER                
is                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
political            O                    O                    O                    O                    
director             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Bonn                 B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
foreign              O                    O                    O                    O                    
ministry             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ischinger            B-PER                B-ORG                B-ORG                B-ORG                
said                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
met                  O                    O                    O                    O                    
three                O                    O                    O                    O                    
Russian              B-MISC               B-MISC               B-MISC               B-MISC               
deputy               O                    O                    O                    O                    
foreign              O                    O                    O                    O                    
ministers            O                    O                    O                    O                    
and                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
vice                 O                    O                    O                    O                    
defence              O                    O                    O                    O                    
minister             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
confirmed            O                    O                    O                    O                    
Russian              B-MISC               B-MISC               B-MISC               B-MISC               
Foreign              O                    O                    O                    O                    
Minister             O                    O                    B-ORG                O                    
Yevgeny              B-PER                B-PER                B-PER                B-PER                
Primakov             I-PER                I-PER                I-PER                I-PER                
's                   O                    O                    O                    O                    
pledge               O                    O                    O                    O                    
that                 O                    O                    O                    O                    
Moscow               B-LOC                B-LOC                B-LOC                O                    
would                O                    O                    O                    B-LOC                
seek                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
political            O                    O                    O                    O                    
solution             O                    O                    O                    O                    
under                O                    O                    O                    O                    
the                  O                    O                    O                    O                    
aegis                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    B-ORG                B-ORG                O                    
Organisation         B-ORG                I-ORG                I-ORG                O                    
for                  I-ORG                I-ORG                I-ORG                O                    
Security             I-ORG                B-ORG                B-ORG                B-ORG                
and                  I-ORG                I-ORG                I-ORG                I-ORG                
Cooperation          I-ORG                I-ORG                I-ORG                I-ORG                
in                   I-ORG                O                    O                    O                    
Europe               I-ORG                B-LOC                B-LOC                B-LOC                
(                    O                    O                    O                    O                    
OSCE                 B-ORG                B-ORG                B-ORG                O                    
)                    O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
ultimatum            O                    O                    O                    O                    
(                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
storm                O                    O                    O                    O                    
Grozny               B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
is                   O                    O                    O                    O                    
no                   O                    O                    O                    O                    
longer               O                    O                    O                    O                    
an                   O                    O                    O                    O                    
issue                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
he                   O                    O                    O                    O                    
said                 O                    O                    O                    O                    
quoting              O                    O                    O                    O                    
Ischinger            B-PER                B-PER                B-ORG                B-PER                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
had                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
sent                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Moscow               B-LOC                B-LOC                B-LOC                B-LOC                
by                   O                    O                    O                    O                    
German               B-MISC               B-MISC               B-MISC               B-MISC               
Foreign              O                    O                    O                    O                    
Minister             O                    O                    O                    O                    
Klaus                B-PER                B-PER                B-PER                B-PER                
Kinkel               I-PER                I-PER                I-PER                I-PER                
as                   O                    O                    O                    O                    
his                  O                    O                    O                    O                    
personal             O                    O                    O                    O                    
envoy                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
urge                 O                    O                    O                    O                    
an                   O                    O                    O                    O                    
end                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Moscow               B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
military             O                    O                    O                    O                    
campaign             O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
breakaway            O                    O                    O                    O                    
region               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
officials            O                    O                    O                    O                    
had                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
positive             O                    O                    O                    O                    
about                O                    O                    O                    O                    
Kinkel               B-PER                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
request              O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
that                 O                    O                    O                    O                    
President            O                    B-PER                O                    O                    
Boris                B-PER                B-PER                B-PER                O                    
Yeltsin              I-PER                I-PER                I-PER                O                    
's                   O                    O                    O                    O                    
security             O                    O                    O                    O                    
chief                O                    O                    O                    O                    
Alexander            B-PER                B-PER                B-PER                O                    
Lebed                I-PER                I-PER                I-PER                O                    
should               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
on                   O                    O                    O                    O                    
his                  O                    O                    O                    O                    
return               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Moscow               B-LOC                B-LOC                B-LOC                O                    
,                    O                    O                    O                    O                    
meet                 O                    O                    O                    B-LOC                
Tim                  B-PER                B-PER                B-PER                O                    
Goldiman             I-PER                I-PER                I-PER                O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
OSCE                 B-ORG                B-ORG                B-ORG                O                    
representative       O                    O                    O                    O                    
responsible          O                    O                    O                    O                    
for                  O                    O                    O                    O                    
Chechnya             B-LOC                B-LOC                B-LOC                O                    
,                    O                    O                    O                    O                    
he                   O                    O                    O                    B-LOC                
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
following            O                    O                    O                    O                    
floating-rate        O                    O                    O                    O                    
issue                O                    O                    O                    O                    
was                  O                    O                    O                    O                    
announced            O                    O                    O                    O                    
by                   O                    O                    O                    O                    
lead                 O                    O                    O                    O                    
manager              O                    O                    O                    O                    
Lehman               B-ORG                B-ORG                O                    B-ORG                
Brothers             I-ORG                I-ORG                O                    I-ORG                
International        I-ORG                I-ORG                O                    I-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
AMT                  O                    B-ORG                B-ORG                O                    
$                    O                    O                    O                    O                    
300                  O                    O                    O                    O                    
MLN                  O                    O                    O                    O                    
SPREAD               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
12.5                 O                    O                    O                    O                    
BP                   O                    B-ORG                B-LOC                O                    
MATURITY             O                    O                    O                    O                    
21.JAN.99            O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LAST                 O                    O                    O                    O                    
MOODY                O                    B-ORG                O                    O                    
AA3                  O                    O                    O                    O                    
ISS                  O                    B-ORG                B-ORG                O                    
PRICE                O                    O                    O                    O                    
99.956               O                    O                    O                    O                    
FULL                 O                    O                    O                    O                    
FEES                 O                    O                    O                    O                    
10                   O                    O                    O                    O                    
BP                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LISTING              O                    O                    O                    O                    
LONDON               B-LOC                B-LOC                B-LOC                B-LOC                
DENOMS               O                    O                    O                    B-ORG                
(                    O                    O                    O                    O                    
K                    O                    O                    O                    O                    
)                    O                    O                    O                    O                    
1-10-100             O                    O                    O                    O                    
SALE                 O                    B-LOC                B-LOC                B-ORG                
LIMITS               O                    O                    O                    O                    
US                   B-LOC                B-LOC                B-LOC                B-LOC                
/                    O                    O                    O                    O                    
UK                   B-LOC                B-LOC                B-LOC                B-LOC                
/                    O                    O                    O                    O                    
JP                   B-LOC                B-PER                O                    B-LOC                
/                    O                    O                    O                    O                    
FR                   B-LOC                O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
NEG                  O                    O                    O                    O                    
PLG                  O                    O                    O                    O                    
YES                  O                    O                    O                    B-ORG                
CRS                  O                    B-ORG                O                    O                    
DEFLT                O                    I-ORG                O                    O                    
NO                   O                    B-ORG                O                    B-ORG                
FORCE                O                    I-ORG                O                    I-ORG                
MAJ                  O                    O                    O                    O                    
IPMA                 O                    O                    O                    O                    
2                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
GOV                  O                    O                    B-ORG                O                    
LAW                  O                    O                    O                    O                    
ENGLISH              B-LOC                O                    O                    O                    
HOME                 O                    O                    O                    O                    
CTRY                 O                    B-ORG                O                    B-ORG                
SWEDEN               B-LOC                B-LOC                O                    B-LOC                
TAX                  O                    O                    O                    O                    
PROVS                O                    O                    O                    O                    
STANDARD             O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MGT                  O                    O                    O                    B-ORG                
/                    O                    O                    O                    O                    
UND                  O                    B-ORG                B-ORG                B-ORG                
5                    O                    O                    O                    O                    
BP                   O                    O                    O                    O                    
SELL                 O                    O                    O                    O                    
CONC                 O                    B-ORG                O                    B-ORG                
5                    O                    O                    O                    O                    
BP                   O                    O                    O                    O                    
PRAECIP              O                    O                    O                    O                    
=                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
NOTES                O                    O                    O                    O                    
ISSUED               O                    O                    O                    O                    
OFF                  O                    O                    O                    O                    
EMTN                 O                    B-ORG                B-ORG                O                    
PROGRAMME            O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Afghan               B-MISC               B-MISC               B-MISC               B-MISC               
UAE                  B-LOC                B-LOC                B-LOC                B-LOC                
embassy              O                    O                    O                    O                    
says                 O                    B-ORG                O                    O                    
Taleban              B-ORG                B-MISC               B-MISC               B-MISC               
guards               O                    O                    O                    O                    
going                O                    O                    O                    O                    
home                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Hilary               B-PER                B-PER                O                    O                    
Gush                 I-PER                O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Three                O                    O                    O                    O                    
Afghan               B-MISC               B-MISC               B-MISC               B-MISC               
guards               O                    O                    O                    O                    
brought              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    B-ORG                O                    B-LOC                
United               B-LOC                B-LOC                B-LOC                B-LOC                
Arab                 I-LOC                I-LOC                I-LOC                I-LOC                
Emirates             I-LOC                I-LOC                I-LOC                I-LOC                
last                 O                    O                    O                    O                    
week                 O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Russian              B-MISC               B-MISC               B-MISC               B-MISC               
hostages             O                    O                    O                    O                    
who                  O                    O                    O                    O                    
escaped              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Taleban              B-ORG                B-MISC               B-MISC               B-MISC               
militia              O                    B-ORG                B-ORG                O                    
will                 O                    O                    O                    O                    
return               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Afghanistan          B-LOC                B-LOC                B-LOC                B-LOC                
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
few                  O                    O                    O                    O                    
days                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Afghan               B-MISC               B-MISC               B-MISC               B-MISC               
embassy              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Abu                  B-LOC                B-LOC                B-LOC                B-LOC                
Dhabi                I-LOC                I-LOC                I-LOC                I-LOC                
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
three                O                    O                    O                    O                    
Islamic              B-MISC               B-MISC               O                    B-MISC               
Taleban              B-ORG                B-MISC               B-MISC               B-MISC               
guards               O                    O                    O                    O                    
were                 O                    O                    O                    O                    
overpowered          O                    O                    O                    O                    
by                   O                    O                    O                    O                    
seven                O                    O                    O                    O                    
Russian              B-MISC               B-MISC               B-MISC               B-MISC               
aircrew              O                    O                    O                    O                    
who                  O                    O                    O                    O                    
escaped              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
UAE                  B-LOC                B-LOC                B-LOC                B-LOC                
state                O                    O                    O                    O                    
Sharjah              B-LOC                B-LOC                B-LOC                B-LOC                
last                 O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
board                O                    O                    O                    O                    
their                O                    O                    O                    O                    
own                  O                    O                    O                    O                    
aircraft             O                    O                    O                    O                    
after                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
year                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
captivity            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Taleban              B-ORG                B-MISC               B-MISC               B-MISC               
militia              O                    O                    B-ORG                O                    
in                   O                    O                    O                    O                    
Kandahar             B-LOC                B-LOC                B-LOC                B-LOC                
in                   O                    O                    O                    O                    
southern             O                    B-LOC                O                    B-LOC                
Afghanistan          B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
UAE                  B-LOC                B-ORG                B-LOC                B-LOC                
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Monday               O                    O                    O                    O                    
it                   O                    O                    O                    O                    
would                O                    O                    O                    O                    
hand                 O                    O                    O                    O                    
over                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
three                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    B-ORG                O                    B-ORG                
International        B-ORG                I-ORG                O                    I-ORG                
Red                  I-ORG                I-ORG                O                    I-ORG                
Crescent             I-ORG                I-ORG                O                    I-ORG                
,                    O                    O                    O                    O                    
possibly             O                    O                    O                    O                    
last                 O                    O                    O                    O                    
Tuesday              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
When                 O                    O                    O                    O                    
asked                O                    O                    O                    O                    
whether              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
three                O                    O                    O                    O                    
guards               O                    O                    O                    O                    
would                O                    O                    O                    O                    
travel               O                    O                    O                    O                    
back                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Kandahar             B-LOC                B-LOC                B-LOC                B-LOC                
or                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Afghan               B-MISC               B-MISC               B-MISC               B-MISC               
capital              O                    O                    O                    O                    
Kabul                B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
embassy              O                    O                    O                    O                    
official             O                    O                    O                    O                    
