PARAMETERS: 
 
labelset: distant 
split: train 
lambda: 0 
k: 3 
fine-tune: False 
 
 
CLS: 
 
Run 1: 
 
File: ./results/distant_cls_1.json 
 
F1: 0.6042005515875822 
 
              precision    recall  f1-score   support

         LOC       0.79      0.62      0.70      2239
was                  O                    O                    O                    O                    
born                 O                    O                    O                    O                    
Agnes                B-PER                B-PER                B-PER                B-PER                
Goinxha              I-PER                O                    O                    O                    
Bejaxhiu             I-PER                O                    O                    O                    
to                   O                    O                    O                    O                    
Albanian             B-MISC               O                    O                    O                    
parents              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Skopje               B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
what                 O                    O                    O                    O                    
was                  O                    O                    O                    O                    
then                 O                    O                    O                    O                    
Serbia               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
on                   O                    O                    O                    O                    
August               O                    O                    O                    O                    
27                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
1910                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Her                  O                    B-ORG                B-PER                B-ORG                
Missionaries         B-ORG                I-ORG                I-PER                I-ORG                
of                   I-ORG                I-ORG                I-PER                I-ORG                
Charity              I-ORG                I-ORG                I-PER                I-ORG                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Roman                B-MISC               O                    O                    O                    
Catholic             I-MISC               O                    O                    O                    
religious            O                    O                    O                    O                    
order                O                    O                    O                    O                    
she                  O                    O                    O                    O                    
founded              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
1949                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
now                  O                    O                    O                    O                    
runs                 O                    O                    O                    O                    
about                O                    O                    O                    O                    
300                  O                    O                    O                    O                    
homes                O                    O                    O                    O                    
for                  O                    O                    O                    O                    
unwanted             O                    O                    O                    O                    
children             O                    O                    O                    O                    
and                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
destitute            O                    O                    O                    O                    
in                   O                    O                    O                    O                    
India                B-LOC                B-LOC                B-LOC                B-LOC                
and                  O                    O                    O                    O                    
abroad               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Lows                 O                    B-PER                B-LOC                B-PER                
68-76F               O                    O                    O                    O                    
(                    O                    O                    O                    O                    
20-24C               O                    O                    O                    O                    
)                    O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Source               O                    O                    O                    O                    
:                    O                    O                    O                    O                    
Weather              B-ORG                B-ORG                B-PER                B-PER                
Services             I-ORG                I-ORG                I-PER                I-PER                
Corporation          I-ORG                I-ORG                I-PER                I-PER                

 
Token                Clean                Original             CLS                  SUM                  
 
National             B-MISC               B-MISC               B-ORG                B-MISC               
League               I-MISC               I-MISC               I-ORG                I-MISC               

 
Token                Clean                Original             CLS                  SUM                  
 
American             B-MISC               B-MISC               B-ORG                B-MISC               
League               I-MISC               I-MISC               I-ORG                I-MISC               

 
Token                Clean                Original             CLS                  SUM                  
 
**                   O                    O                    O                    O                    
Security             O                    O                    O                    O                    
was                  O                    O                    O                    O                    
tight                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Jakarta              B-LOC                B-LOC                B-LOC                B-LOC                
ahead                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
trial                O                    O                    O                    O                    
involving            O                    O                    O                    O                    
ousted               O                    O                    O                    O                    
Indonesian           B-ORG                B-ORG                B-ORG                B-LOC                
Democratic           I-ORG                I-ORG                I-ORG                I-LOC                
Party                I-ORG                I-ORG                I-ORG                I-LOC                
leader               O                    O                    O                    O                    
Megawati             B-PER                O                    O                    O                    
Sukarnoputri         I-PER                O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
**                   O                    O                    O                    O                    
The                  O                    O                    O                    O                    
Dow                  B-MISC               B-PER                B-LOC                B-PER                
Jones                I-MISC               I-PER                I-LOC                I-PER                
industrial           O                    O                    O                    O                    
average              O                    O                    O                    O                    
closed               O                    O                    O                    O                    
down                 O                    O                    O                    O                    
31.44                O                    O                    O                    O                    
points               O                    O                    O                    O                    
at                   O                    O                    O                    O                    
5,689.82             O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
ending               O                    O                    O                    O                    
a                    O                    O                    O                    O                    
three-session        O                    O                    O                    O                    
winning              O                    O                    O                    O                    
streak               O                    O                    O                    O                    
as                   O                    O                    O                    O                    
investors            O                    O                    O                    O                    
took                 O                    O                    O                    O                    
profits              O                    O                    O                    O                    
and                  O                    O                    O                    O                    
tobacco              O                    O                    O                    O                    
stocks               O                    O                    O                    O                    
took                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
beating              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
**                   O                    O                    O                    O                    
Packaging            O                    O                    O                    O                    
manufacturer         O                    O                    O                    O                    
Super                B-ORG                O                    O                    O                    
Indah                I-ORG                O                    O                    O                    
Makmur               I-ORG                O                    O                    O                    
on                   O                    O                    O                    O                    
announcement         O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
tender               O                    O                    O                    O                    
offer                O                    O                    O                    O                    
by                   O                    O                    O                    O                    
PT                   B-ORG                O                    O                    O                    
VDH                  I-ORG                O                    O                    O                    
Teguh                I-ORG                O                    O                    O                    
Sakti                I-ORG                O                    O                    O                    
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
wholly-owned         O                    O                    O                    O                    
subsidiary           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Singapore-listed     B-MISC               O                    O                    O                    
Van                  B-ORG                O                    O                    O                    
Der                  I-ORG                B-PER                B-PER                B-LOC                
Horst                I-ORG                I-PER                I-PER                I-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
**                   O                    O                    O                    O                    
Privately-owned      O                    B-ORG                B-ORG                B-PER                
Bank                 B-ORG                I-ORG                I-ORG                I-PER                
Duta                 I-ORG                I-ORG                I-ORG                I-PER                
on                   O                    O                    O                    O                    
market               O                    O                    O                    O                    
talk                 O                    O                    O                    O                    
that                 O                    O                    O                    O                    
it                   O                    O                    O                    O                    
is                   O                    O                    O                    O                    
obtaining            O                    O                    O                    O                    
fresh                O                    O                    O                    O                    
syndicated           O                    O                    O                    O                    
loans                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
management           O                    O                    O                    O                    
reshuffle            O                    O                    O                    O                    
and                  O                    O                    O                    O                    
fresh                O                    O                    O                    O                    
equity               O                    O                    O                    O                    
injection            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
**                   O                    O                    O                    O                    
Ciputra              B-ORG                O                    O                    O                    
Development          I-ORG                O                    O                    O                    
on                   O                    O                    O                    O                    
reports              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
plan                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
build                O                    O                    O                    O                    
property             O                    O                    O                    O                    
projects             O                    O                    O                    O                    
worth                O                    O                    O                    O                    
$                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
billion              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Jakarta              B-LOC                B-LOC                B-LOC                B-LOC                
and                  O                    O                    O                    O                    
Surabaya             B-LOC                B-LOC                B-ORG                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
TORONTO              B-LOC                B-LOC                B-PER                B-LOC                
1996-08-21           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
tournament           O                    O                    O                    O                    
also                 O                    O                    O                    O                    
lost                 O                    O                    O                    O                    
its                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
seed                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
third                O                    O                    O                    O                    
day                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
play                 O                    O                    O                    O                    
when                 O                    O                    O                    O                    
second-seeded        O                    O                    O                    O                    
Goran                B-PER                B-PER                B-PER                B-PER                
Ivanisevic           I-PER                I-PER                I-PER                I-PER                
of                   O                    O                    O                    O                    
Croatia              B-LOC                B-LOC                B-LOC                B-LOC                
was                  O                    O                    O                    O                    
beaten               O                    O                    O                    O                    
6-7(3-7              O                    O                    O                    O                    
)                    O                    O                    O                    O                    
6-4                  O                    O                    O                    O                    
6-4                  O                    O                    O                    O                    
by                   O                    O                    O                    O                    
unseeded             O                    O                    O                    O                    
Mikael               B-PER                B-PER                B-PER                B-PER                
Tillstrom            I-PER                I-PER                I-PER                I-PER                
of                   O                    O                    O                    O                    
Sweden               B-LOC                B-LOC                B-LOC                B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Other                O                    O                    O                    O                    
seeded               O                    O                    O                    O                    
players              O                    O                    O                    O                    
advancing            O                    O                    O                    O                    
were                 O                    O                    O                    O                    
number               O                    O                    O                    O                    
three                O                    O                    O                    O                    
Wayne                B-PER                B-PER                B-PER                B-PER                
Ferreira             I-PER                I-PER                I-PER                I-PER                
of                   O                    O                    O                    O                    
South                B-LOC                O                    O                    O                    
Africa               I-LOC                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
number               O                    O                    O                    O                    
four                 O                    O                    O                    O                    
Marcelo              B-PER                B-PER                B-PER                B-PER                
Rios                 I-PER                I-PER                I-PER                I-PER                
of                   O                    O                    O                    O                    
Chile                B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
number               O                    O                    O                    O                    
six                  O                    O                    O                    O                    
MaliVai              B-PER                O                    O                    O                    
Washington           I-PER                B-PER                B-PER                B-PER                
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
United               B-LOC                O                    O                    O                    
States               I-LOC                B-PER                B-LOC                B-LOC                
and                  O                    O                    O                    O                    
American             B-MISC               O                    O                    O                    
Todd                 B-PER                B-PER                B-PER                B-PER                
Martin               I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
seventh              O                    O                    O                    O                    
seeed                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ivanisevic           B-PER                O                    O                    O                    
rallied              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
2-5                  O                    O                    O                    O                    
deficit              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
set                  O                    O                    O                    O                    
but                  O                    O                    O                    O                    
then                 O                    O                    O                    O                    
played               O                    O                    O                    O                    
erratically          O                    O                    O                    O                    
against              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
44th-ranked          O                    O                    O                    O                    
Tillstrom            B-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
was                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
surprise             O                    O                    O                    O                    
winner               O                    O                    O                    O                    
over                 O                    O                    O                    O                    
his                  O                    O                    O                    O                    
famous               O                    O                    O                    O                    
compatriot           O                    O                    O                    O                    
Stefan               B-PER                B-PER                B-PER                B-PER                
Edberg               I-PER                I-PER                I-PER                I-PER                
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
round                O                    O                    O                    O                    
at                   O                    O                    O                    O                    
Wimbledon            B-MISC               B-LOC                B-LOC                B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
sixth-ranked         O                    O                    O                    O                    
Ivanisevic           B-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
lost                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
final                O                    O                    O                    O                    
at                   O                    O                    O                    O                    
Indianapolis         B-LOC                B-LOC                B-LOC                B-LOC                
to                   O                    O                    O                    O                    
world                O                    O                    O                    O                    
number               O                    O                    O                    O                    
one                  O                    O                    O                    O                    
Pete                 B-PER                B-PER                B-PER                B-PER                
Sampras              I-PER                I-PER                I-PER                I-PER                
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
U.S.                 B-LOC                O                    O                    O                    
last                 O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
made                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
quick                O                    O                    O                    O                    
getaway              O                    O                    O                    O                    
after                O                    O                    O                    O                    
his                  O                    O                    O                    O                    
loss                 O                    O                    O                    O                    
but                  O                    O                    O                    O                    
did                  O                    O                    O                    O                    
say                  O                    O                    O                    O                    
:                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
Something            O                    O                    O                    O                    
was                  O                    O                    O                    O                    
not                  O                    O                    O                    O                    
there                O                    O                    O                    O                    
when                 O                    O                    O                    O                    
I                    O                    O                    O                    O                    
arrived              O                    O                    O                    O                    
(                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Toronto              B-LOC                B-LOC                B-PER                B-LOC                
)                    O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
(                    O                    O                    O                    O                    
halftime             O                    O                    O                    O                    
1-0                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
their                O                    O                    O                    O                    
African              B-MISC               O                    O                    O                    
Nations              I-MISC               B-PER                B-LOC                B-LOC                
Cup                  I-MISC               O                    O                    O                    
preliminary          O                    O                    O                    O                    
round                O                    O                    O                    O                    
,                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
two                  O                    O                    O                    O                    
were                 O                    O                    O                    O                    
wounded              O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
early                O                    O                    O                    O                    
hours                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
when                 O                    O                    O                    O                    
some                 O                    O                    O                    O                    
30                   O                    O                    O                    O                    
members              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Democratic           B-ORG                B-ORG                B-ORG                B-PER                
Karen                I-ORG                I-ORG                I-ORG                I-PER                
Buddhist             I-ORG                I-ORG                I-ORG                I-PER                
Army                 I-ORG                I-ORG                I-ORG                I-PER                
(                    O                    O                    O                    O                    
DKBA                 B-ORG                O                    O                    O                    
)                    O                    O                    O                    O                    
ambushed             O                    O                    O                    O                    
their                O                    O                    O                    O                    
patrol               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Thai                 B-MISC               O                    O                    O                    
side                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
border               O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Burma                B-LOC                O                    O                    O                    
,                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
north                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
town                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Mae                  B-LOC                B-PER                B-ORG                B-LOC                
Sot                  I-LOC                I-PER                I-ORG                I-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
Thai                 B-MISC               O                    O                    O                    
army                 O                    O                    O                    O                    
