PARAMETERS: 
 
labelset: distant 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/distant_cls_2.json 
 
F1: 0.6399830280743936 
 
              precision    recall  f1-score   support

         LOC       0.84      0.67      0.75      2239
"                    O                    O                    O                    O                    
Daoud                B-PER                B-PER                B-PER                B-PER                
Makkawi              I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
owner                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Nablus-based         B-LOC                O                    O                    O                    
al-Risala            B-ORG                O                    O                    O                    
bookshop             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
told                 O                    O                    O                    O                    
Reuters              B-ORG                B-ORG                B-ORG                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
On                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
a                    O                    O                    O                    O                    
bookseller           O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
West                 B-LOC                B-ORG                B-ORG                B-ORG                
Bank                 I-LOC                I-ORG                I-ORG                I-ORG                
town                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Ramallah             B-LOC                B-LOC                B-ORG                B-LOC                
said                 O                    O                    O                    O                    
police               O                    O                    O                    O                    
about                O                    O                    O                    O                    
a                    O                    O                    O                    O                    
month                O                    O                    O                    O                    
ago                  O                    O                    O                    O                    
confiscated          O                    O                    O                    O                    
several              O                    O                    O                    O                    
copies               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
two                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Said                 B-PER                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
books                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Israel-PLO           B-MISC               O                    O                    O                    
self-rule            O                    O                    O                    O                    
deals                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Machado              B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
19                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
flew                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Los                  B-LOC                B-ORG                B-ORG                B-PER                
Angeles              I-LOC                I-ORG                I-ORG                I-PER                
after                O                    O                    O                    O                    
slipping             O                    O                    O                    O                    
away                 O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
New                  B-LOC                O                    O                    O                    
Mexico               I-LOC                O                    O                    O                    
desert               O                    O                    O                    O                    
town                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Las                  B-LOC                B-PER                B-ORG                B-PER                
Cruces               I-LOC                I-PER                I-ORG                I-PER                
,                    O                    O                    O                    O                    
where                O                    O                    O                    O                    
she                  O                    O                    O                    O                    
attended             O                    O                    O                    O                    
the                  O                    O                    O                    O                    
1996                 O                    O                    O                    O                    
Miss                 B-MISC               O                    O                    O                    
Teen                 I-MISC               O                    O                    O                    
USA                  I-MISC               O                    O                    O                    
pageant              O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Wednesday            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
In                   O                    O                    O                    O                    
Venezuela            B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
her                  O                    O                    O                    O                    
mother               O                    O                    O                    O                    
told                 O                    O                    O                    O                    
Reuters              B-ORG                B-ORG                B-ORG                B-PER                
that                 O                    O                    O                    O                    
Machado              B-PER                B-PER                B-PER                B-PER                
had                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
swollen              O                    O                    O                    O                    
face                 O                    O                    O                    O                    
when                 O                    O                    O                    O                    
she                  O                    O                    O                    O                    
left                 O                    O                    O                    O                    
home                 O                    O                    O                    O                    
two                  O                    O                    O                    O                    
weeks                O                    O                    O                    O                    
ago                  O                    O                    O                    O                    
because              O                    O                    O                    O                    
she                  O                    O                    O                    O                    
had                  O                    O                    O                    O                    
her                  O                    O                    O                    O                    
wisdom               O                    O                    O                    O                    
teeth                O                    O                    O                    O                    
extracted            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Marta                B-PER                B-PER                B-PER                B-PER                
Fajardo              I-PER                I-PER                I-PER                I-PER                
insisted             O                    O                    O                    O                    
her                  O                    O                    O                    O                    
daughter             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
weighed              O                    O                    O                    O                    
112                  O                    O                    O                    O                    
pounds               O                    O                    O                    O                    
(                    O                    O                    O                    O                    
51                   O                    O                    O                    O                    
kg                   O                    O                    O                    O                    
)                    O                    O                    O                    O                    
when                 O                    O                    O                    O                    
she                  O                    O                    O                    O                    
won                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Miss                 B-MISC               O                    O                    O                    
Universe             I-MISC               O                    O                    O                    
title                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Las                  B-LOC                B-PER                B-ORG                B-PER                
Vegas                I-LOC                I-PER                I-ORG                I-PER                
in                   O                    O                    O                    O                    
May                  O                    O                    O                    O                    
,                    O                    O                    O                    O                    
had                  O                    O                    O                    O                    
perfectly            O                    O                    O                    O                    
normal               O                    O                    O                    O                    
eating               O                    O                    O                    O                    
habits               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Machado              B-PER                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
publicists           O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
she                  O                    O                    O                    O                    
was                  O                    O                    O                    O                    
scheduled            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
stay                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Los                  B-LOC                B-ORG                B-ORG                B-ORG                
Angeles              I-LOC                I-ORG                I-ORG                I-ORG                
for                  O                    O                    O                    O                    
promotional          O                    O                    O                    O                    
work                 O                    O                    O                    O                    
with                 O                    O                    O                    O                    
sponsors             O                    O                    O                    O                    
before               O                    O                    O                    O                    
returning            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Venezuela            B-LOC                B-LOC                B-LOC                B-PER                
on                   O                    O                    O                    O                    
Sept                 O                    B-PER                B-PER                B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
There                O                    O                    O                    O                    
's                   O                    O                    O                    O                    
no                   O                    O                    O                    O                    
problem              O                    O                    O                    O                    
whatsoever           O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
he                   O                    O                    O                    O                    
told                 O                    O                    O                    O                    
Reuters              B-ORG                B-ORG                B-ORG                B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
DUTCH                B-MISC               B-MISC               B-PER                B-MISC               
CAPTAIN              O                    O                    O                    O                    
BLIND                B-PER                O                    O                    O                    
ENDS                 O                    O                    O                    O                    
INTERNATIONAL        O                    O                    O                    O                    
CAREER               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
AMSTERDAM            B-LOC                B-LOC                B-PER                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
KIEV                 B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
with                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Russian              B-MISC               B-MISC               B-MISC               B-MISC               
community            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
11                   O                    O                    O                    O                    
million              O                    O                    O                    O                    
people               O                    O                    O                    O                    
--                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
world                O                    O                    O                    O                    
's                   O                    O                    O                    O                    
largest              O                    O                    O                    O                    
outside              O                    O                    O                    O                    
Russia               B-LOC                B-LOC                B-LOC                B-LOC                
--                   O                    O                    O                    O                    
has                  O                    O                    O                    O                    
avoided              O                    O                    O                    O                    
conflicts            O                    O                    O                    O                    
like                 O                    O                    O                    O                    
those                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Russia               B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
Chechnya             B-LOC                B-LOC                B-ORG                B-LOC                
,                    O                    O                    O                    O                    
neighbouring         O                    O                    O                    O                    
Moldova              B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
former               O                    O                    O                    O                    
Soviet               B-MISC               O                    O                    O                    
republics            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Georgia              B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Azerbaijan           B-LOC                B-LOC                B-LOC                B-LOC                
and                  O                    O                    O                    O                    
Tajikistan           B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Central              O                    B-ORG                B-LOC                B-ORG                
bank                 O                    O                    O                    O                    
officials            O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
that                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
much-postponed       O                    O                    O                    O                    
hryvna               O                    O                    O                    O                    
currency             O                    O                    O                    O                    
would                O                    O                    O                    O                    
"                    O                    O                    O                    O                    
definitely           O                    O                    O                    O                    
"                    O                    O                    O                    O                    
be                   O                    O                    O                    O                    
introduced           O                    O                    O                    O                    
before               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
end                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
this                 O                    O                    O                    O                    
year                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Kuchma               B-PER                B-PER                B-PER                B-PER                
has                  O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Kiev                 B-LOC                B-LOC                B-LOC                B-LOC                
wants                O                    O                    O                    O                    
membership           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
European             B-ORG                B-ORG                B-ORG                B-ORG                
Union                I-ORG                I-ORG                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
associate            O                    O                    O                    O                    
membership           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Western              B-ORG                B-ORG                B-ORG                B-ORG                
European             I-ORG                I-ORG                I-ORG                I-ORG                
Union                I-ORG                I-ORG                I-ORG                I-ORG                
defence              O                    O                    O                    O                    
grouping             O                    O                    O                    O                    
and                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
move                 O                    O                    O                    O                    
closer               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
NATO                 B-ORG                B-ORG                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
very                 O                    O                    O                    O                    
first                O                    O                    O                    O                    
thing                O                    O                    O                    O                    
we                   O                    O                    O                    O                    
thought              O                    O                    O                    O                    
about                O                    O                    O                    O                    
after                O                    O                    O                    O                    
we                   O                    O                    O                    O                    
knew                 O                    O                    O                    O                    
we                   O                    O                    O                    O                    
would                O                    O                    O                    O                    
be                   O                    O                    O                    O                    
promoted             O                    O                    O                    O                    
was                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
game                 O                    O                    O                    O                    
against              O                    O                    O                    O                    
Betar                B-ORG                B-PER                B-ORG                B-PER                
Jerusalem            I-ORG                I-PER                I-ORG                I-PER                
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
Taibe                B-ORG                B-PER                B-PER                B-PER                
supporter            O                    O                    O                    O                    
Karem                B-PER                B-PER                B-PER                B-PER                
Haj                  I-PER                I-PER                I-PER                I-PER                
Yihye                I-PER                O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Two                  O                    O                    O                    O                    
weeks                O                    O                    O                    O                    
ago                  O                    O                    O                    O                    
Taibe                B-ORG                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
coached              O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Pole                 B-MISC               O                    O                    O                    
Wojtek               B-PER                O                    O                    O                    
Lazarek              I-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
met                  O                    O                    O                    O                    
Betar                B-ORG                B-ORG                B-PER                B-ORG                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
club                 O                    O                    O                    O                    
closely              O                    O                    O                    O                    
associated           O                    O                    O                    O                    
with                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
right-wing           O                    O                    O                    O                    
Likud                B-ORG                B-ORG                B-ORG                B-ORG                
party                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
time                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Cup                  B-MISC               B-MISC               B-MISC               B-MISC               
match                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Jerusalem            B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
There                O                    O                    O                    O                    
are                  O                    O                    O                    O                    
no                   O                    O                    O                    O                    
parks                O                    O                    O                    O                    
or                   O                    O                    O                    O                    
empty                O                    O                    O                    O                    
areas                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
land                 O                    O                    O                    O                    
around               O                    O                    O                    O                    
here                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
so                   O                    O                    O                    O                    
when                 O                    O                    O                    O                    
we                   O                    O                    O                    O                    
want                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
play                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
friendly             O                    O                    O                    O                    
game                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
soccer               O                    O                    O                    O                    
we                   O                    O                    O                    O                    
all                  O                    O                    O                    O                    
load                 O                    O                    O                    O                    
up                   O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
car                  O                    O                    O                    O                    
and                  O                    O                    O                    O                    
travel               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Tel                  B-LOC                O                    O                    O                    
Aviv                 I-LOC                B-PER                B-MISC               B-LOC                
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
60                   O                    O                    O                    O                    
km                   O                    O                    O                    O                    
(                    O                    O                    O                    O                    
36                   O                    O                    O                    O                    
miles                O                    O                    O                    O                    
)                    O                    O                    O                    O                    
away                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Sameh                B-PER                B-PER                B-PER                B-PER                
Haj                  I-PER                I-PER                I-PER                I-PER                
Yihye                I-PER                O                    O                    O                    
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
In                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
meantime             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Taibe                B-ORG                B-PER                B-PER                B-PER                
will                 O                    O                    O                    O                    
play                 O                    O                    O                    O                    
all                  O                    O                    O                    O                    
their                O                    O                    O                    O                    
heavily              O                    O                    O                    O                    
